id,Umsatz
1811183,222.00565
1811184,120.71428
1811185,340.54144
1811186,108.17637
1811191,126.542076
1811192,399.11368
1811193,160.95262
1811194,83.739746
1811195,288.59412
1811196,50.655277
1811201,87.15017
1811202,344.3604
1811203,115.67246
1811204,62.713543
1811205,243.19759
1811206,28.548346
1811211,87.15018
1811212,344.3604
1811213,115.67246
1811214,62.713543
1811215,243.19759
1811216,28.548336
1811221,87.15017
1811222,344.3604
1811223,115.67246
1811224,62.713543
1811225,243.19759
1811226,28.548336
1811231,87.15017
1811232,344.3604
1811233,115.67246
1811234,62.713543
1811235,243.19759
1811236,28.548336
1811241,134.68553
1811242,425.14307
1811243,176.60912
1811244,97.15921
1811245,299.8144
1811246,64.93333
1811251,134.68553
1811252,425.14307
1811253,176.60912
1811254,97.15921
1811255,299.8144
1811256,64.93333
1811261,64.63699
1811262,314.16
1811263,91.95045
1811264,44.005337
1811265,217.86206
1811266,17.435387
1811271,64.63699
1811272,314.15997
1811273,91.95043
1811274,44.005337
1811275,217.86206
1811276,17.435387
1811281,64.63699
1811282,314.15997
1811283,91.95043
1811284,44.005337
1811285,217.86206
1811286,17.435387
1811291,64.63699
1811292,314.15997
1811293,91.95043
1811294,44.005337
1811295,217.86206
1811296,17.435387
1811301,64.63699
1811302,314.15997
1811303,91.95043
1811304,44.005337
1811305,217.86206
1811306,17.435387
1812011,99.89856
1812012,386.30096
1812013,146.2518
1812014,76.43968
1812015,262.8265
1812016,40.96743
1812021,99.89856
1812022,386.30096
1812023,146.2518
1812024,76.439674
1812025,262.8265
1812026,40.96743
1812031,51.519024
1812032,313.91458
1812033,95.34425
1812034,31.26651
1812035,210.9994
1812036,11.68398
1812041,60.423077
1812042,305.5183
1812043,85.93741
1812044,38.57563
1812045,209.22038
1812046,13.885499
1812051,60.423077
1812052,305.5183
1812053,85.93741
1812054,38.57563
1812055,209.22038
1812056,13.885499
1812061,60.423077
1812062,305.5183
1812063,85.93741
1812064,38.57563
1812065,209.22038
1812066,13.8855
1812071,51.51903
1812072,313.91458
1812073,95.34425
1812074,31.26651
1812075,210.9994
1812076,11.68398
1812081,99.89856
1812082,386.30096
1812083,146.2518
1812084,76.439674
1812085,262.8265
1812086,40.96743
1812091,99.89856
1812092,386.30096
1812093,146.2518
1812094,76.439674
1812095,262.8265
1812096,40.96743
1812101,60.423077
1812102,305.5183
1812103,85.93741
1812104,38.57563
1812105,209.22038
1812106,13.885499
1812111,60.423077
1812112,305.5183
1812113,85.93741
1812114,38.57563
1812115,209.22038
1812116,13.885499
1812121,60.423077
1812122,305.5183
1812123,85.937416
1812124,38.57563
1812125,209.22038
1812126,13.885499
1812131,60.423077
1812132,305.5183
1812133,85.93741
1812134,38.57563
1812135,209.22038
1812136,13.885499
1812141,60.423077
1812142,305.5183
1812143,85.93741
1812144,38.57563
1812145,209.22038
1812146,13.885499
1812151,99.89856
1812152,386.30096
1812153,146.2518
1812154,76.439674
1812155,262.8265
1812156,40.96743
1812161,99.89856
1812162,386.30096
1812163,146.2518
1812164,76.439674
1812165,262.8265
1812166,40.96743
1812171,60.423077
1812172,305.5183
1812173,85.93741
1812174,38.57563
1812175,209.22038
1812176,13.885499
1812181,60.423077
1812182,305.5183
1812183,85.93741
1812184,38.57563
1812185,209.22038
1812186,13.885499
1812191,60.423077
1812192,305.5183
1812193,85.93741
1812194,38.57563
1812195,209.22038
1812196,13.885499
1812201,60.423077
1812202,305.5183
1812203,85.93741
1812204,38.57563
1812205,209.22038
1812206,13.885499
1812211,91.106384
1812212,360.27155
1812213,130.59532
1812214,60.46616
1812215,254.30534
1812216,30.327679
1812221,138.4783
1812222,441.0542
1812223,191.64833
1812224,93.89493
1812225,303.55356
1812226,78.44133
1812231,138.4783
1812232,441.0542
1812233,191.64833
1812234,93.89493
1812235,303.55356
1812236,78.441345
1812241,114.21624
1812242,385.06055
1812243,150.87773
1812244,70.70766
1812245,278.51923
1812246,40.62942
1812271,120.07383
1812272,390.472
1812273,154.73628
1812274,78.18132
1812275,282.37778
1812276,44.64225
1812281,120.07383
1812282,390.472
1812283,154.73628
1812284,78.18132
1812285,282.37778
1812286,44.64225
1812291,167.44576
1812292,471.25464
1812293,215.78929
1812294,113.96846
1812295,333.7956
1812301,167.44576
1812302,471.25464
1812303,215.78932
1812304,113.96847
1812305,333.7956
1812311,114.21624
1812312,385.06055
1812313,150.87773
1812315,278.51923
1901021,120.07383
1901022,390.472
1901023,154.73628
1901024,78.18132
1901025,282.37778
1901031,120.07383
1901032,390.472
1901033,154.73628
1901034,78.18132
1901035,282.37778
1901041,120.07383
1901042,390.472
1901043,154.73628
1901044,78.18132
1901045,282.37778
1901051,128.21729
1901052,416.5014
1901053,170.39278
1901054,94.15483
1901055,293.06857
1901061,128.21729
1901062,416.5014
1901063,170.39278
1901064,94.15483
1901065,293.06857
1901071,80.84537
1901072,335.71878
1901073,109.65944
1901074,60.238644
1901075,236.98126
1901081,80.845375
1901082,335.71878
1901083,109.65944
1901084,60.238644
1901085,236.98126
1901091,80.845375
1901092,335.71878
1901093,109.65944
1901094,60.238644
1901095,236.98126
1901101,80.845375
1901102,335.71878
1901103,109.65944
1901104,60.238644
1901105,236.98126
1901111,80.845375
1901112,335.71878
1901113,109.65944
1901114,60.238644
1901115,236.98126
1901121,128.21729
1901122,416.5014
1901123,170.39278
1901124,94.15483
1901125,293.06857
1901131,128.21729
1901132,416.5014
1901133,170.39278
1901134,94.15483
1901135,293.06857
1901141,80.845375
1901142,335.71878
1901143,109.65944
1901144,60.238644
1901145,236.98126
1901151,80.845375
1901152,335.71878
1901153,109.65944
1901154,60.238644
1901155,236.98126
1901161,80.845375
1901162,335.71878
1901163,109.65944
1901164,60.238644
1901165,236.98126
1901171,80.845375
1901172,335.71878
1901173,109.65944
1901174,60.238644
1901175,236.98126
1901181,80.845375
1901182,335.71878
1901183,109.65944
1901184,60.238644
1901185,236.98126
1901191,128.21729
1901192,416.5014
1901193,170.39278
1901194,94.15483
1901195,293.06854
1901201,128.21727
1901202,416.5014
1901203,170.39278
1901204,94.15483
1901205,293.06857
1901211,80.845375
1901212,335.71878
1901213,109.65944
1901214,60.238644
1901215,236.98126
1901221,80.845375
1901222,335.71878
1901223,109.65944
1901224,60.238644
1901225,236.98126
1901231,80.845375
1901232,335.71878
1901233,109.65944
1901234,60.238644
1901235,236.98126
1901241,80.845375
1901242,335.71878
1901243,109.65944
1901244,60.238644
1901245,236.98126
1901251,80.845375
1901252,335.71878
1901253,109.65944
1901254,60.238644
1901255,236.98126
1901261,128.21729
1901262,416.50143
1901263,170.39278
1901264,94.15483
1901265,293.06857
1901271,128.21729
1901272,416.5014
1901273,170.39278
1901274,94.15483
1901275,293.06857
1901281,80.845375
1901282,335.71878
1901283,109.65944
1901284,60.238644
1901285,236.98126
1901291,80.845375
1901292,335.71878
1901293,109.65944
1901294,60.238644
1901295,236.98126
1901301,80.845375
1901302,335.71878
1901303,109.65944
1901304,60.238644
1901305,236.98126
1901311,80.845375
1901312,335.71878
1901313,109.65944
1901314,60.238644
1901315,236.98126
1902011,80.845375
1902012,335.71878
1902013,109.65944
1902014,60.238647
1902015,236.98125
1902021,128.21729
1902022,416.5014
1902023,170.39278
1902024,94.15483
1902025,293.06857
1902031,128.21729
1902032,416.5014
1902033,170.39278
1902034,94.15483
1902035,293.06857
1902041,80.845375
1902042,335.71878
1902043,109.65944
1902044,60.238644
1902045,236.98126
1902051,80.845375
1902052,335.71878
1902053,109.65944
1902054,60.238644
1902055,236.98126
1902061,80.845375
1902062,335.71878
1902063,109.65944
1902064,60.238644
1902065,236.98126
1902071,80.845375
1902072,335.71878
1902073,109.65944
1902074,60.238644
1902075,236.98126
1902081,80.84537
1902082,335.71878
1902083,109.65944
1902084,60.238644
1902085,236.98126
1902091,128.21729
1902092,416.5014
1902093,170.39278
1902094,94.15483
1902095,293.06857
1902101,128.21729
1902102,416.5014
1902103,170.39278
1902104,94.15483
1902105,293.06857
1902111,80.845375
1902112,335.71878
1902113,109.65944
1902114,60.238644
1902115,236.98126
1902121,80.845375
1902122,335.71878
1902123,109.65944
1902124,60.238644
1902125,236.98126
1902131,80.845375
1902132,335.71878
1902133,109.65944
1902134,60.238644
1902135,236.98126
1902141,80.845375
1902142,335.71878
1902143,109.65944
1902144,60.238647
1902145,236.98126
1902151,82.91624
1902152,344.11505
1902153,119.48523
1902154,52.1859
1902155,246.61052
1902161,130.28815
1902162,424.89767
1902163,180.53825
1902164,85.739685
1902165,295.85876
1902171,130.28815
1902172,424.89767
1902173,180.53825
1902174,85.739685
1902175,295.85876
1902181,82.91624
1902182,344.11505
1902183,119.48523
1902184,52.1859
1902185,246.61052
1902191,80.845375
1902192,335.71878
1902193,109.65944
1902194,60.238644
1902195,236.98126
1902201,80.845375
1902202,335.71878
1902203,109.65944
1902204,60.238644
1902205,236.98125
1902211,80.84537
1902212,335.71878
1902213,109.65944
1902214,60.238644
1902215,236.98126
1902221,80.845375
1902222,335.71878
1902223,109.65944
1902224,60.238644
1902225,236.98126
1902231,128.21729
1902232,416.5014
1902233,170.39278
1902234,94.15483
1902235,293.06857
1902241,128.21729
1902242,416.5014
1902243,170.39278
1902244,94.15483
1902245,293.06857
1902251,80.845375
1902252,335.71878
1902253,109.65944
1902254,60.238644
1902255,236.98126
1902261,82.91624
1902262,344.11505
1902263,119.48523
1902264,52.1859
1902265,246.61052
1902271,82.91624
1902272,344.11505
1902273,119.48523
1902274,52.1859
1902275,246.61052
1902281,80.845375
1902282,335.71878
1902283,109.65944
1902284,60.238644
1902285,236.98126
1903011,88.90834
1903012,346.30148
1903013,117.43063
1903014,65.5152
1903015,244.85674
1903021,136.83098
1903022,427.0841
1903023,178.26823
1903024,100.411316
1903025,301.924
1903031,136.83098
1903032,427.0841
1903033,178.26823
1903034,100.411316
1903035,301.924
1903041,88.90834
1903042,346.30148
1903043,117.43063
1903044,65.5152
1903045,244.85674
1903051,88.90834
1903052,346.30148
1903053,117.43063
1903054,65.5152
1903055,244.8567
1903061,88.90834
1903062,346.30148
1903063,117.43063
1903064,65.5152
1903065,244.85674
1903071,88.90834
1903072,346.30148
1903073,117.43063
1903074,65.5152
1903075,244.85674
1903081,88.90834
1903082,346.30148
1903083,117.43063
1903084,65.5152
1903085,244.85674
1903091,136.83098
1903092,427.0841
1903093,178.26823
1903094,100.411316
1903095,301.924
1903101,136.83098
1903102,427.0841
1903103,178.26823
1903104,100.411316
1903105,301.924
1903111,88.90834
1903112,346.30148
1903113,117.43063
1903114,65.5152
1903115,244.85674
1903121,88.90834
1903122,346.3015
1903123,117.43063
1903124,65.5152
1903125,244.85674
1903131,88.90834
1903132,346.30148
1903133,117.43063
1903134,65.5152
1903135,244.85674
1903141,88.90834
1903142,346.30148
1903143,117.43063
1903144,65.5152
1903145,244.85674
1903151,88.90834
1903152,346.30148
1903153,117.43063
1903154,65.5152
1903155,244.85674
1903161,136.83098
1903162,427.0841
1903163,178.26823
1903164,100.411316
1903165,301.924
1903171,136.83098
1903172,427.0841
1903173,178.26823
1903174,100.411316
1903175,301.924
1903181,88.90834
1903182,346.30148
1903183,117.43063
1903184,65.5152
1903185,244.85674
1903191,88.90834
1903192,346.30148
1903193,117.43063
1903194,65.5152
1903195,244.85674
1903211,91.529945
1903212,354.69775
1903213,127.36069
1903214,58.567394
1903215,255.00218
1903221,88.90834
1903222,346.30148
1903223,117.43063
1903224,65.5152
1903225,244.85674
1903231,138.90186
1903232,435.4804
1903233,188.41371
1903234,93.119
1903235,304.71417
1903241,136.83098
1903242,427.0841
1903243,178.26823
1903244,100.411316
1903245,301.924
1903251,88.90834
1903252,346.30148
1903253,117.43063
1903254,65.5152
1903255,244.8567
1903261,88.90834
1903262,346.30148
1903263,117.43063
1903264,65.5152
1903265,244.85674
1903271,88.90834
1903272,346.30148
1903273,117.43063
1903274,65.5152
1903275,244.85674
1903281,91.529945
1903282,354.69775
1903283,127.36069
1903284,58.567394
1903285,255.00218
1903291,91.529945
1903292,354.69775
1903293,127.36069
1903294,58.567394
1903295,255.00218
1903301,138.90186
1903302,435.4804
1903303,188.41371
1903304,93.119
1903305,304.71417
1903311,136.83098
1903312,427.0841
1903313,178.26823
1903314,100.411316
1903315,301.924
1904011,88.90834
1904012,346.3015
1904013,117.43063
1904014,65.5152
1904015,244.85674
1904021,91.529945
1904022,354.69775
1904023,127.36069
1904024,58.567394
1904025,255.00218
1904041,128.68753
1904042,401.05472
1904043,162.61176
1904044,86.77948
1904045,290.25323
1904051,130.7584
1904052,409.451
1904053,172.75722
1904054,80.90558
1904055,296.193
1904061,178.48692
1904062,490.23367
1904063,233.81026
1904064,125.61406
1904065,345.44122
1904071,178.48692
1904072,490.23367
1904073,233.81026
1904074,125.61406
1904075,345.44122
1904081,128.68753
1904082,401.05472
1904083,162.61176
1904084,86.779495
1904085,290.2532
1904091,128.68753
1904092,401.05472
1904093,162.61176
1904094,86.77948
1904095,290.25323
1904101,128.68753
1904102,401.05472
1904103,162.61176
1904104,86.77948
1904105,290.25323
1904111,128.68753
1904112,401.05472
1904113,162.61176
1904114,86.77948
1904115,290.25323
1904121,128.68753
1904122,401.05472
1904123,162.61176
1904124,86.77948
1904125,290.25323
1904131,176.05943
1904132,481.8374
1904133,223.66476
1904134,122.82387
1904135,342.651
1904141,176.05943
1904142,481.8374
1904143,223.66476
1904144,122.82387
1904145,342.651
1904151,128.68753
1904152,401.05472
1904153,162.61176
1904154,86.77948
1904155,290.25323
1904161,128.68753
1904162,401.05472
1904163,162.61176
1904164,86.77948
1904165,290.25323
1904171,130.7584
1904172,409.451
1904173,172.75722
1904174,80.90558
1904175,296.193
1904181,130.7584
1904182,409.451
1904183,172.75722
1904184,80.90558
1904185,296.193
1904201,138.90186
1904202,435.4804
1904203,188.41371
1904204,93.119
1904205,304.71417
1904211,133.04427
1904212,430.06897
1904213,184.55516
1904214,84.52249
1904215,298.70993
1904221,85.67235
1904222,349.28632
1904223,123.50214
1904224,51.09373
1904225,249.46172
1904231,91.529945
1904232,354.69775
1904233,127.36069
1904234,58.567394
1904235,255.00218
1904241,91.529945
1904242,354.69775
1904243,127.36069
1904244,58.567394
1904245,255.00218
1904251,91.529945
1904252,354.69775
1904253,127.36069
1904254,58.567394
1904255,255.00218
1904261,91.529945
1904262,354.69775
1904263,127.36069
1904264,58.567394
1904265,255.00218
1904271,138.90186
1904272,435.4804
1904273,188.41371
1904274,93.119
1904275,304.71417
1904281,136.83098
1904282,427.0841
1904283,178.26823
1904284,100.411316
1904285,301.92395
1904291,91.529945
1904292,354.69775
1904293,127.36069
1904294,58.567394
1904295,255.00218
1904301,91.529945
1904302,354.69775
1904303,127.36069
1904304,58.567394
1904305,255.00218
1905021,88.90834
1905022,346.30148
1905023,117.43063
1905024,65.5152
1905025,244.85674
1905031,88.90834
1905032,346.30148
1905033,117.43063
1905034,65.5152
1905035,244.85674
1905041,136.83098
1905042,427.0841
1905043,178.26823
1905044,100.411316
1905045,301.924
1905051,138.90186
1905052,435.4804
1905053,188.41371
1905054,93.119
1905055,304.71417
1905061,88.90834
1905062,346.3015
1905063,117.43063
1905064,65.5152
1905065,244.85674
1905071,88.90834
1905072,346.30148
1905073,117.43063
1905074,65.5152
1905075,244.85674
1905081,91.529945
1905082,354.69775
1905083,127.36069
1905084,58.567394
1905085,255.00218
1905091,91.529945
1905092,354.69775
1905093,127.36069
1905094,58.567394
1905095,255.00218
1905101,91.529945
1905102,354.69775
1905103,127.36069
1905104,58.567394
1905105,255.00218
1905111,138.90186
1905112,435.4804
1905113,188.41371
1905114,93.119
1905115,304.71417
1905121,138.90186
1905122,435.4804
1905123,188.41371
1905124,93.11901
1905125,304.71417
1905131,91.529945
1905132,354.69775
1905133,127.36069
1905134,58.567394
1905135,255.00218
1905141,91.529945
1905142,354.69775
1905143,127.36069
1905144,58.567394
1905145,255.00218
1905151,91.529945
1905152,354.69775
1905153,127.36069
1905154,58.567394
1905155,255.00218
1905161,91.529945
1905162,354.69775
1905163,127.36069
1905164,58.567394
1905165,255.00218
1905171,91.529945
1905172,354.69775
1905173,127.36069
1905174,58.567394
1905175,255.00218
1905181,138.90186
1905182,435.4804
1905183,188.41371
1905184,93.119
1905185,304.71417
1905191,138.90186
1905192,435.4804
1905193,188.41371
1905194,93.119
1905195,304.71417
1905201,91.529945
1905202,354.69775
1905203,127.36069
1905204,58.567394
1905205,255.00218
1905211,91.529945
1905212,354.69775
1905213,127.36069
1905214,58.567394
1905215,255.00218
1905221,91.529945
1905222,354.69775
1905223,127.36069
1905224,58.567394
1905225,255.00218
1905231,91.529945
1905232,354.69775
1905233,127.36069
1905234,58.567394
1905235,255.00218
1905241,91.529945
1905242,354.69775
1905243,127.36069
1905244,58.567394
1905245,255.00218
1905251,138.90186
1905252,435.4804
1905253,188.41371
1905254,93.11901
1905255,304.71417
1905261,138.90186
1905262,435.4804
1905263,188.41371
1905264,93.119
1905265,304.71417
1905271,91.529945
1905272,354.69775
1905273,127.36069
1905274,58.567394
1905275,255.00218
1905281,91.529945
1905282,354.69775
1905283,127.36069
1905284,58.567394
1905285,255.00218
1905291,91.529945
1905292,354.69775
1905293,127.36069
1905294,58.567394
1905295,255.00218
1905301,85.67235
1905302,349.28632
1905303,123.50214
1905304,51.093727
1905305,249.46172
1905311,130.7584
1905312,409.451
1905313,172.75722
1905314,80.90558
1905315,296.193
1906011,177.36528
1906012,513.40533
1906013,234.98718
1906014,124.49246
1906015,344.3196
1906021,186.24733
1906022,533.72345
1906023,243.56517
1906024,143.70074
1906025,352.89758
1906031,138.87543
1906032,459.8886
1906033,194.31694
1906034,108.22592
1906035,303.64938
1906041,128.94902
1906042,436.5964
1906043,185.73894
1906044,87.68942
1906045,295.07138
1906051,138.87543
1906052,459.8886
