id,Datum,Warengruppe,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,FerienSH,Feiertag,Weihnachtsmarkt,Temperatur,Wochenende,Jahreszeit_Temperatur_1Hoch,Jahreszeit_Temperatur_1Mittel,Jahreszeit_Temperatur_1Niedrig,Jahreszeit_Temperatur_2Hoch,Jahreszeit_Temperatur_2Mittel,Jahreszeit_Temperatur_3Hoch,Jahreszeit_Temperatur_3Mittel,Jahreszeit_Temperatur_3Niedrig,Jahreszeit_Temperatur_4Mittel,Jahreszeit_Temperatur_4Niedrig,Umsatz
1808051.0,2018-08-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.3,1,0,0,0,1,0,0,0,0,0,0,192.54119300000002
1808052.0,2018-08-05,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.3,1,0,0,0,1,0,0,0,0,0,0,482.4011941
1808053.0,2018-08-05,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21.3,1,0,0,0,1,0,0,0,0,0,0,235.3421081
1808054.0,2018-08-05,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21.3,1,0,0,0,1,0,0,0,0,0,0,160.592715
1808055.0,2018-08-05,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,21.3,1,0,0,0,1,0,0,0,0,0,0,351.64960010000004
1808061.0,2018-08-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,23.1,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808062.0,2018-08-06,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,23.1,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808063.0,2018-08-06,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,23.1,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808064.0,2018-08-06,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,23.1,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808065.0,2018-08-06,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,23.1,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808071.0,2018-08-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,32.671428,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808072.0,2018-08-07,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,32.671428,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808073.0,2018-08-07,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,32.671428,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808074.0,2018-08-07,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,32.671428,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808075.0,2018-08-07,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,32.671428,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808081.0,2018-08-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,28.15,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808082.0,2018-08-08,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,28.15,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808083.0,2018-08-08,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,28.15,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808084.0,2018-08-08,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,28.15,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808085.0,2018-08-08,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,28.15,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808091.0,2018-08-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,24.575,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808092.0,2018-08-09,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,24.575,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808093.0,2018-08-09,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,24.575,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808094.0,2018-08-09,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,24.575,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808095.0,2018-08-09,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,24.575,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808101.0,2018-08-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,17.325,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808102.0,2018-08-10,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,17.325,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808103.0,2018-08-10,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,17.325,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808104.0,2018-08-10,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,17.325,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808105.0,2018-08-10,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,17.325,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808111.0,2018-08-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15.5,1,0,0,0,0,1,0,0,0,0,0,192.54119300000002
1808112.0,2018-08-11,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15.5,1,0,0,0,0,1,0,0,0,0,0,482.4011941
1808113.0,2018-08-11,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,15.5,1,0,0,0,0,1,0,0,0,0,0,235.3421081
1808114.0,2018-08-11,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,15.5,1,0,0,0,0,1,0,0,0,0,0,160.592715
1808115.0,2018-08-11,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,15.5,1,0,0,0,0,1,0,0,0,0,0,351.64960010000004
1808121.0,2018-08-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.375,1,0,0,0,0,1,0,0,0,0,0,192.54119300000002
1808122.0,2018-08-12,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.375,1,0,0,0,0,1,0,0,0,0,0,482.4011941
1808123.0,2018-08-12,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,18.375,1,0,0,0,0,1,0,0,0,0,0,235.3421081
1808124.0,2018-08-12,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,18.375,1,0,0,0,0,1,0,0,0,0,0,160.592715
1808125.0,2018-08-12,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,18.375,1,0,0,0,0,1,0,0,0,0,0,351.64960010000004
1808131.0,2018-08-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.9125,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808132.0,2018-08-13,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.9125,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808133.0,2018-08-13,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21.9125,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808134.0,2018-08-13,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21.9125,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808135.0,2018-08-13,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,21.9125,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808141.0,2018-08-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.8,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808142.0,2018-08-14,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.8,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808143.0,2018-08-14,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21.8,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808144.0,2018-08-14,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21.8,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808145.0,2018-08-14,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,21.8,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808151.0,2018-08-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.9875,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808152.0,2018-08-15,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.9875,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808153.0,2018-08-15,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21.9875,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808154.0,2018-08-15,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21.9875,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808155.0,2018-08-15,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,21.9875,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808161.0,2018-08-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,25.075,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808162.0,2018-08-16,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,25.075,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808163.0,2018-08-16,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,25.075,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808164.0,2018-08-16,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,25.075,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808165.0,2018-08-16,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,25.075,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808171.0,2018-08-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,19.55,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808172.0,2018-08-17,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,19.55,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808173.0,2018-08-17,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,19.55,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808174.0,2018-08-17,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,19.55,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808175.0,2018-08-17,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,19.55,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808181.0,2018-08-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.75,1,0,0,0,1,0,0,0,0,0,0,192.54119300000002
1808182.0,2018-08-18,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.75,1,0,0,0,1,0,0,0,0,0,0,482.4011941
1808183.0,2018-08-18,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21.75,1,0,0,0,1,0,0,0,0,0,0,235.3421081
1808184.0,2018-08-18,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21.75,1,0,0,0,1,0,0,0,0,0,0,160.592715
1808185.0,2018-08-18,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,21.75,1,0,0,0,1,0,0,0,0,0,0,351.64960010000004
1808191.0,2018-08-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.3875,1,0,0,0,1,0,0,0,0,0,0,192.54119300000002
1808192.0,2018-08-19,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,21.3875,1,0,0,0,1,0,0,0,0,0,0,482.4011941
1808193.0,2018-08-19,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,21.3875,1,0,0,0,1,0,0,0,0,0,0,235.3421081
1808194.0,2018-08-19,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,21.3875,1,0,0,0,1,0,0,0,0,0,0,160.592715
1808195.0,2018-08-19,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,21.3875,1,0,0,0,1,0,0,0,0,0,0,351.64960010000004
1808201.0,2018-08-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,19.6,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808202.0,2018-08-20,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,19.6,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808203.0,2018-08-20,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,19.6,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808204.0,2018-08-20,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,19.6,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808205.0,2018-08-20,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,19.6,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808211.0,2018-08-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,19.7875,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808212.0,2018-08-21,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,19.7875,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808213.0,2018-08-21,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,19.7875,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808214.0,2018-08-21,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,19.7875,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808215.0,2018-08-21,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,19.7875,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808221.0,2018-08-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,26.6375,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808222.0,2018-08-22,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,26.6375,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808223.0,2018-08-22,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,26.6375,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808224.0,2018-08-22,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,26.6375,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808225.0,2018-08-22,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,26.6375,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808231.0,2018-08-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,22.575,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808232.0,2018-08-23,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,22.575,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808233.0,2018-08-23,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,22.575,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808234.0,2018-08-23,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,22.575,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808235.0,2018-08-23,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,22.575,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808241.0,2018-08-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,17.1,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808242.0,2018-08-24,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,17.1,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808243.0,2018-08-24,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,17.1,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808244.0,2018-08-24,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,17.1,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808245.0,2018-08-24,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,17.1,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808251.0,2018-08-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12.9,1,0,0,0,0,1,0,0,0,0,0,192.54119300000002
1808252.0,2018-08-25,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,12.9,1,0,0,0,0,1,0,0,0,0,0,482.4011941
1808253.0,2018-08-25,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,12.9,1,0,0,0,0,1,0,0,0,0,0,235.3421081
1808254.0,2018-08-25,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,12.9,1,0,0,0,0,1,0,0,0,0,0,160.592715
1808255.0,2018-08-25,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,12.9,1,0,0,0,0,1,0,0,0,0,0,351.64960010000004
1808261.0,2018-08-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16.9875,1,0,0,0,0,1,0,0,0,0,0,192.54119300000002
1808262.0,2018-08-26,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16.9875,1,0,0,0,0,1,0,0,0,0,0,482.4011941
1808263.0,2018-08-26,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,16.9875,1,0,0,0,0,1,0,0,0,0,0,235.3421081
1808264.0,2018-08-26,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,16.9875,1,0,0,0,0,1,0,0,0,0,0,160.592715
1808265.0,2018-08-26,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,16.9875,1,0,0,0,0,1,0,0,0,0,0,351.64960010000004
1808271.0,2018-08-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16.5375,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808272.0,2018-08-27,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,16.5375,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808273.0,2018-08-27,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,16.5375,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808274.0,2018-08-27,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,16.5375,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808275.0,2018-08-27,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,16.5375,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808281.0,2018-08-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.6125,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808282.0,2018-08-28,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.6125,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808283.0,2018-08-28,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,18.6125,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808284.0,2018-08-28,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,18.6125,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808285.0,2018-08-28,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,18.6125,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808291.0,2018-08-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,22.7,0,0,0,0,1,0,0,0,0,0,0,140.1358375
1808292.0,2018-08-29,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,22.7,0,0,0,0,1,0,0,0,0,0,0,429.9958386
1808293.0,2018-08-29,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,22.7,0,0,0,0,1,0,0,0,0,0,0,182.93675259999998
1808294.0,2018-08-29,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,22.7,0,0,0,0,1,0,0,0,0,0,0,108.18735949999999
1808295.0,2018-08-29,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,22.7,0,0,0,0,1,0,0,0,0,0,0,299.2442446
1808301.0,2018-08-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15.4625,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808302.0,2018-08-30,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15.4625,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808303.0,2018-08-30,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,15.4625,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808304.0,2018-08-30,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,15.4625,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808305.0,2018-08-30,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,15.4625,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1808311.0,2018-08-31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.725,0,0,0,0,0,1,0,0,0,0,0,140.1358375
1808312.0,2018-08-31,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.725,0,0,0,0,0,1,0,0,0,0,0,429.9958386
1808313.0,2018-08-31,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,18.725,0,0,0,0,0,1,0,0,0,0,0,182.93675259999998
1808314.0,2018-08-31,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,18.725,0,0,0,0,0,1,0,0,0,0,0,108.18735949999999
1808315.0,2018-08-31,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,18.725,0,0,0,0,0,1,0,0,0,0,0,299.2442446
1809011.0,2018-09-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.1125,1,0,0,0,0,0,0,1,0,0,0,192.54119300000002
1809012.0,2018-09-01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,18.1125,1,0,0,0,0,0,0,1,0,0,0,482.4011941
1809013.0,2018-09-01,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,18.1125,1,0,0,0,0,0,0,1,0,0,0,235.3421081
